timestamp,file,scenario_name,model,style,answer,correct_choice,is_correct,question,choice_A,choice_B,choice_C,choice_D
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/ChildBallChase_NightHighway_v1_MCQ_scenario.json,ChildBallChase_NightHighway_v1,openai/gpt-4.1,scenario,D,D,True,"At night on a three-lane urban highway, a child suddenly runs across the road while an aggressive car brakes hard in lane 0, a reckless motorcycle weaves in lane 1, and a cautious truck decelerates in lane 2. With reduced visibility and inactive traffic lights, what immediate control policy minimizes total collision risk while ensuring VRU safety?","Brake hard to stop for the child immediately, ignoring rear traffic.",Swerve into lane 2 to avoid the child and pass between vehicles.,Maintain current speed while honking to alert the child.,Initiate controlled moderate braking while continuously checking mirrors for available safe escape path.
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BrakeFailureDownhillSpeedingThunderstormRedLightMerge_v1_MCQ_policy.json,BrakeFailureDownhillSpeedingThunderstormRedLightMerge_v1,openai/gpt-4.1,policy,A,A,True,"During a nighttime thunderstorm, a downhill vehicle at 100 km/h loses primary braking approaching a double roundabout with an active red light and μ ≈ 0.35. The driver must manage kinetic energy and maintain control under degraded deceleration. What immediate policy-aligned action minimizes collision risk and satisfies emergency control guidelines (ISO 26262 / UNECE R79)?","Downshift sequentially while steering gently to widen the turning radius, allowing controlled engine braking and lateral stability recovery.",Wait for the automatic brake event after 100 seconds to engage residual braking torque before the red light.,Engage the parking brake abruptly to stop before entering the roundabout.,Maintain throttle to stabilize trajectory and clear both roundabouts before engine braking resumes.
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/Crosswind_Downhill_v1_MCQ_scenario.json,Crosswind_Downhill_v1,openai/gpt-4.1,scenario,B,B,True,You are driving downhill in rainy weather with reduced visibility and strong left crosswinds. The traffic light ahead is currently red with 15 steps remaining. What is your safest priority?,Maintain speed to avoid rear-end collision from motorcycle,Brake early to ensure stopping before red light,Change lanes to avoid the cautious car braking ahead,Accelerate slightly to pass the truck before the light turns green
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/Crosswind_Hairpin_RedLight_v1_MCQ_scenario.json,Crosswind_Hairpin_RedLight_v1,openai/gpt-4.1,scenario,C,C,True,"While descending a mountain pass at 60 km/h with strong 15 m/s crosswinds, you approach a red light 150 m ahead as the lead car brakes sharply at 50 km/h. Considering aerodynamic side forces and limited lane width near a cliff, what is the safest control strategy?",Maintain current speed to minimize side drift from crosswinds.,Brake abruptly to stop exactly at the red light.,Apply smooth progressive deceleration while counter-steering to stabilize against crosswinds.,Change lanes toward the inside curve to reduce lateral wind exposure.
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/ChildChaseBall_SportsCarThunderstormRoundabout_v1_MCQ_comparative.json,ChildChaseBall_SportsCarThunderstormRoundabout_v1,openai/gpt-4.1,comparative,A,A,True,"In a thunderstorm with poor visibility, a sports car cuts in sharply with heavy deceleration at 100 km/h. Traffic is light but a red light may appear. Which maneuver minimizes collision risk while avoiding red-light violations?",Brake firmly to increase headway,Accelerate to pass before potential red,Change lanes left if clear,Maintain speed and monitor
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BrakeFailure_Downhill_Convoy_v1_MCQ_policy.json,BrakeFailure_Downhill_Convoy_v1,openai/gpt-4.1,policy,D,D,True,"Brake failure occurs on a curved downhill highway at night with high traffic. Given reduced visibility and aggressive vehicles, use conservative safety margins. What is the minimum safe time gap to maintain when merging right?",1 second,2 seconds,3 seconds,4 seconds
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/ChildBallChase_NightHighway_v1_MCQ_physics.json,ChildBallChase_NightHighway_v1,openai/gpt-4.1,physics,B,C,False,"The ego vehicle travels at 100 km/h (27.78 m/s) behind the aggressive car in lane 0, which brakes suddenly at 3.5 s with high deceleration (-8 m/s²). Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway distance to avoid collision if the ego driver reacts in 1.5 s and brakes at -6 m/s²?",45.2 m,62.8 m,78.3 m,95.1 m
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/CliffOvertake_Confused_v1_MCQ_policy.json,CliffOvertake_Confused_v1,openai/gpt-4.1,policy,D,D,True,"On a steep, foggy mountain interchange at dusk, you approach a red light at 80 km/h while a hesitant car brakes ahead and an aggressive vehicle cuts in. Given the cliff-edge constraint, 5 % downgrade, and 50 m visibility, what conservative minimum time gap should be maintained to prevent collision and preserve stability?",1.5 seconds,2.0 seconds,3.0 seconds,4.0 seconds
2025-10-11T09:13:02Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/CurveCutIn_Elderly_v1_MCQ_policy.json,CurveCutIn_Elderly_v1,openai/gpt-4.1,policy,D,D,True,"While navigating a downhill mountain switchback at 16 m/s with 70 m visibility, an elderly driver cuts in ahead at 18 m/s and decelerates at −2.5 m/s². Accounting for curve-induced sight restriction, reduced braking efficiency (−30 %), and human reaction delay under glare, what minimum following-time gap ensures safety and stability after the cut-in?",1 second,2 seconds,3 seconds,4 seconds
2025-10-11T09:13:03Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/CurvePoorVisibility_MotorcycleWeave_StrongWinds_V01_MCQ_comparative.json,CurvePoorVisibility_MotorcycleWeave_StrongWinds_V01,openai/gpt-4.1,comparative,A,A,True,"While approaching the exit ramp during heavy rain and 12 m/s crosswinds, a weaving motorcycle 30 m ahead brakes sharply at −4 m/s². A following car in lane 2 restricts lateral escape, and a red light 150 m ahead is active. What immediate maneuver minimizes collision risk and maintains control?",Apply moderate braking to increase headway while maintaining traction control authority.,Accelerate to clear the motorcycle before it stops completely.,Shift left toward lane 2 despite the following car to avoid the braking motorcycle.,Maintain speed and rely on the red light distance for reaction margin.
2025-10-11T09:13:03Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/CyclistSwerve_Hailstorm_v1_MCQ_policy.json,CyclistSwerve_Hailstorm_v1,openai/gpt-4.1,policy,D,D,True,"During a hailstorm with poor visibility, you plan a left lane change on a rural dirt road. A motorcycle swerves into the left lane after 2 seconds and cuts in without deceleration at 3 seconds. Given the adverse conditions, what is the safest minimum time gap to maintain before initiating the lane change?",1 second,2 seconds,3 seconds,4 seconds
2025-10-11T09:13:03Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/DeliveryTruckDoublePark_NightGlare_v1_MCQ_scenario.json,DeliveryTruckDoublePark_NightGlare_v1,openai/gpt-4.1,scenario,B,D,False,"You are driving at 80 kph on a straight urban highway at night, with glare reducing visibility. The convoy-leading truck ahead suddenly brakes for two seconds. The traffic light is red with a stop line 200 meters away. What is the safest priority?",Maintain speed to avoid rear-end collision,Brake immediately to maximize stopping distance,Change lanes to avoid the truck,Slow gradually while monitoring traffic light
2025-10-11T09:13:03Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/Jaywalk_Tunnel_Merge_v1_MCQ_comparative.json,Jaywalk_Tunnel_Merge_v1,openai/gpt-4.1,comparative,C,B,False,"In the tunnel, the ego vehicle must change from the right to the left lane by 50 seconds. A merging vehicle will decelerate sharply into the middle lane, and a red light cycles ahead at x = -50.0. Pedestrian jaywalking adds unpredictability near the intersection. Which maneuver best balances collision risk, TTC, and signal compliance?",Accelerate to complete the lane change before 20 seconds,Delay lane change and maintain current speed,Brake early to allow merging vehicle to cut safely,Change lanes immediately and decelerate in the left lane
2025-10-11T09:13:03Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/GlarePotholesIntersection_v1_MCQ_hybrid.json,GlarePotholesIntersection_v1,openai/gpt-4.1,hybrid,D,D,True,The ego vehicle travels at 33.33 m/s downhill toward a stop line 100 m away. It must stop before x = -50.0. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe braking distance including a 2-second safety margin?,55.56 m,77.78 m,92.59 m,111.11 m
2025-10-11T09:13:03Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/DarkLight_MotorcycleWeave_v1_MCQ_policy.json,DarkLight_MotorcycleWeave_v1,openai/gpt-4.1,policy,C,D,False,"While approaching an uphill intersection with a malfunctioning light, a pedestrian crossing, and a weaving motorcycle that cuts in and decelerates ahead, what conservative minimum following-time gap ensures safety, legal compliance, and collision avoidance?",1.5 seconds,2 seconds,3 seconds,4 seconds
2025-10-11T09:13:06Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveEcoRainyStopSign_MCQ_comparative.json,AggressiveWeaveEcoRainyStopSign,openai/gpt-4.1,comparative,B,B,True,The ego vehicle starts stationary at x=-300.0 and must stop before the stop line at x=-150.0 on a rainy evening with moderate visibility. An aggressive driver in lane 1 at x=-200.0 traveling at 20 m/s weaves unpredictably and will brake suddenly at 300 seconds. Which maneuver minimizes collision risk while ensuring compliance?,Accelerate to merge ahead,Brake gradually to stop,Change lanes away,Maintain speed cautiously
2025-10-11T09:13:23Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/BrakeFailureDownhillThrillSeekerFoggyYIntersection_MCQ_physics.json,BrakeFailureDownhillThrillSeekerFoggyYIntersection,openai/gpt-4.1,physics,B,B,True,"The ego vehicle travels at 25 m/s behind a lead car that suddenly brakes at 4.0 m/s² for 5 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway distance is required to avoid a collision, including a 1.5-second reaction time?",37.50 m,68.75 m,53.13 m,46.88 m
2025-10-11T09:13:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveSafeUTurn_v1_MCQ_comparative.json,AggressiveWeaveSafeUTurn_v1,openai/gpt-4.1,comparative,?,C,False,"During evening hours on a flooded, poorly visible 3-lane weaving section with a stop line at x = -50.0, the ego vehicle starts at x = -100.0, traveling 80 km/h toward a mandatory U-turn. Performing the U-turn too late risks crossing the stop line at high speed, while doing it too early may reduce stability on flooded pavement. Which maneuver minimizes collision risk and avoids red light violation?",Accelerate to 100 km/h before initiating the U-turn,Maintain 80 km/h and begin U-turn at x = -75.0,Brake to 40 km/h and initiate U-turn near x = -60.0,Perform an immediate U-turn at x = -100.0
